passenger_num,passenger_id,preference,assigned_seat,booked_flight,passed_security,arrival_time,joined_security,joined_boarding_queue,booked_flight_time
414,115,business,4,Flight-598,1,2024-12-02 07:14:52,2024-12-02 07:14:52,2024-12-02 07:14:52,2024-12-01 16:54:52
415,67,economy,40,Flight-965,1,2024-12-02 07:34:52,2024-12-02 07:44:52,2024-12-02 07:44:52,2024-12-02 04:04:52
416,23,economy,50,Flight-965,1,2024-12-02 07:44:52,2024-12-02 07:44:52,2024-12-02 07:44:52,2024-12-02 06:14:52
417,127,economy,24,Flight-965,1,2024-12-02 07:34:52,2024-12-02 07:44:52,2024-12-02 07:44:52,2024-12-01 21:24:52
418,33,economy,33,Flight-965,1,2024-12-02 07:44:52,2024-12-02 07:44:52,2024-12-02 07:44:52,2024-12-02 01:04:52
419,114,economy,43,Flight-965,1,2024-12-02 07:34:52,2024-12-02 07:34:52,2024-12-02 07:44:52,2024-12-01 23:04:52
420,15,business,18,Flight-965,1,2024-12-02 07:34:52,2024-12-02 07:34:52,2024-12-02 07:44:52,2024-12-02 03:54:52
421,6,economy,27,Flight-965,1,2024-12-02 07:54:52,2024-12-02 07:54:52,2024-12-02 07:54:52,2024-12-01 18:04:52
422,86,economy,38,Flight-965,1,2024-12-02 07:24:52,2024-12-02 07:24:52,2024-12-02 07:54:52,2024-12-02 05:24:52
423,113,business,10,Flight-965,1,2024-12-02 07:34:52,2024-12-02 07:34:52,2024-12-02 07:54:52,2024-12-02 02:14:52
424,24,business,14,Flight-965,1,2024-12-02 07:34:52,2024-12-02 07:34:52,2024-12-02 07:54:52,2024-12-02 04:34:52
425,189,business,8,Flight-965,1,2024-12-02 07:54:52,2024-12-02 07:54:52,2024-12-02 07:54:52,2024-12-02 03:44:52
426,193,economy,23,Flight-965,1,2024-12-02 07:34:52,2024-12-02 07:44:52,2024-12-02 07:54:52,2024-12-01 20:44:52
427,105,economy,37,Flight-965,1,2024-12-02 07:34:52,2024-12-02 07:44:52,2024-12-02 07:54:52,2024-12-01 18:14:52
428,195,business,12,Flight-965,1,2024-12-02 07:44:52,2024-12-02 07:44:52,2024-12-02 07:54:52,2024-12-02 01:04:52
429,8,economy,44,Flight-965,1,2024-12-02 07:34:52,2024-12-02 07:44:52,2024-12-02 07:54:52,2024-12-02 00:34:52
430,157,business,2,Flight-965,1,2024-12-02 07:54:52,2024-12-02 07:54:52,2024-12-02 07:54:52,2024-12-01 19:04:52
431,90,business,6,Flight-965,1,2024-12-02 07:54:52,2024-12-02 07:54:52,2024-12-02 07:54:52,2024-12-02 00:24:52
432,64,economy,45,Flight-965,1,2024-12-02 07:54:52,2024-12-02 07:54:52,2024-12-02 07:54:52,2024-12-01 23:44:52
433,27,economy,42,Flight-748,1,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-01 22:54:52
434,50,business,3,Flight-748,1,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-01 23:34:52
435,148,business,2,Flight-748,1,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 07:14:52
436,3,business,5,Flight-748,1,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 06:44:52
437,22,business,14,Flight-748,1,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 06:34:52
438,17,economy,47,Flight-748,1,2024-12-02 09:04:52,2024-12-02 09:04:52,2024-12-02 09:14:52,2024-12-02 02:24:52
439,77,economy,24,Flight-748,1,2024-12-02 09:04:52,2024-12-02 09:04:52,2024-12-02 09:14:52,2024-12-02 05:44:52
440,65,business,1,Flight-748,1,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 02:44:52
441,142,business,8,Flight-748,1,2024-12-02 09:04:52,2024-12-02 09:04:52,2024-12-02 09:14:52,2024-12-01 16:14:52
442,128,economy,39,Flight-748,1,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-01 21:34:52
443,76,economy,27,Flight-748,1,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 01:44:52
444,151,economy,38,Flight-748,1,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-01 17:14:52
445,46,economy,36,Flight-748,1,2024-12-02 09:04:52,2024-12-02 09:14:52,2024-12-02 09:24:52,2024-12-02 07:34:52
446,21,business,17,Flight-748,1,2024-12-02 09:14:52,2024-12-02 09:14:52,2024-12-02 09:24:52,2024-12-01 18:54:52
447,176,economy,40,Flight-748,1,2024-12-02 09:04:52,2024-12-02 09:04:52,2024-12-02 09:24:52,2024-12-02 07:24:52
448,147,business,18,Flight-748,1,2024-12-02 09:04:52,2024-12-02 09:04:52,2024-12-02 09:24:52,2024-12-02 08:04:52
449,88,economy,26,Flight-748,1,2024-12-02 09:04:52,2024-12-02 09:14:52,2024-12-02 09:24:52,2024-12-02 00:14:52
450,162,economy,25,Flight-748,1,2024-12-02 09:04:52,2024-12-02 09:14:52,2024-12-02 09:24:52,2024-12-01 20:54:52
451,150,business,19,Flight-748,1,2024-12-02 09:14:52,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 01:34:52
452,97,economy,46,Flight-748,1,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 05:34:52
453,125,business,6,Flight-748,1,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 02:24:52
454,140,economy,28,Flight-748,1,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 00:54:52
455,78,economy,44,Flight-748,1,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 03:54:52
456,163,business,20,Flight-748,1,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 03:44:52
457,191,economy,23,Flight-748,1,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 04:04:52
458,28,business,7,Flight-748,1,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-01 23:04:52
459,145,economy,35,Flight-748,1,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 09:34:52,2024-12-01 23:34:52
460,149,economy,29,Flight-748,1,2024-12-02 09:24:52,2024-12-02 09:24:52,2024-12-02 09:34:52,2024-12-01 21:44:52
461,91,economy,39,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-02 07:54:52
462,63,business,18,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-01 21:54:52
463,48,business,10,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-02 04:44:52
464,42,economy,23,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 10:54:52
465,170,economy,37,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 11:44:52
466,166,business,11,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-01 20:04:52
467,117,business,3,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 05:44:52
468,55,economy,36,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-02 07:54:52
469,111,business,16,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 03:04:52
470,126,economy,33,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 10:14:52
471,164,economy,34,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 05:44:52
472,110,business,9,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-02 08:24:52
473,187,economy,25,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-02 05:14:52
474,72,economy,47,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-02 11:34:52
475,73,economy,50,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-02 09:34:52
476,29,business,12,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 01:24:52
477,194,economy,32,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-01 19:24:52
478,82,business,6,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-02 04:24:52
479,74,economy,30,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 11:04:52
480,34,business,14,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 07:34:52
481,133,business,20,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-02 02:14:52
482,158,business,8,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-01 22:34:52
483,181,economy,48,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-01 22:14:52
484,154,business,2,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-01 17:34:52
485,47,business,7,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-02 09:04:52
486,106,economy,22,Flight-292,1,2024-12-02 13:04:52,2024-12-02 13:04:52,2024-12-02 13:14:52,2024-12-01 21:24:52
487,169,economy,31,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-01 17:34:52
488,66,economy,46,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-01 17:24:52
489,13,economy,43,Flight-292,1,2024-12-02 13:14:52,2024-12-02 13:14:52,2024-12-02 13:24:52,2024-12-02 09:24:52
490,26,business,4,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 09:14:52
491,190,business,13,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 01:44:52
492,25,economy,35,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-01 19:44:52
493,99,economy,29,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 07:14:52
494,41,economy,49,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 11:44:52
495,5,business,15,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-01 16:34:52
496,84,economy,28,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 09:14:52
497,98,economy,38,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 08:24:52
498,165,economy,26,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 09:24:52
499,112,business,19,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 06:44:52
500,104,business,5,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 04:44:52
501,172,business,17,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:34:52,2024-12-01 23:04:52
502,81,economy,21,Flight-292,1,2024-12-02 13:24:52,2024-12-02 13:24:52,2024-12-02 13:34:52,2024-12-02 01:24:52
503,108,economy,24,Flight-292,1,2024-12-02 13:34:52,2024-12-02 13:34:52,2024-12-02 13:34:52,2024-12-02 06:24:52
504,57,business,1,Flight-292,1,2024-12-02 13:34:52,2024-12-02 13:34:52,2024-12-02 13:34:52,2024-12-02 06:24:52
505,198,business,8,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 08:34:52
506,152,business,19,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 09:54:52
507,122,business,2,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 06:14:52
508,44,economy,26,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-01 23:44:52
509,188,economy,43,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 04:24:52
510,173,business,13,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 05:54:52
511,167,economy,23,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-01 16:24:52
512,121,business,14,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 07:54:52
513,94,economy,46,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 08:04:52
514,39,economy,28,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 08:14:52
515,51,economy,48,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 07:44:52
516,196,economy,45,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 08:44:52
517,40,economy,32,Flight-924,1,2024-12-02 13:34:52,2024-12-02 13:34:52,2024-12-02 13:54:52,2024-12-01 19:34:52
518,131,economy,22,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 11:04:52
519,118,economy,39,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 09:24:52
520,69,economy,30,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 06:34:52
521,19,business,7,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-01 19:54:52
522,168,economy,44,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 09:04:52
523,68,economy,21,Flight-924,1,2024-12-02 13:34:52,2024-12-02 13:34:52,2024-12-02 13:54:52,2024-12-01 22:24:52
524,92,economy,25,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 10:24:52
525,116,economy,41,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 02:24:52
526,52,business,16,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 09:24:52
527,79,business,18,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 08:04:52
528,53,business,4,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 07:24:52
529,96,economy,36,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-01 20:54:52
530,95,economy,50,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 01:44:52
531,49,economy,47,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 11:34:52
532,87,economy,40,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 08:54:52
533,80,business,9,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 14:04:52,2024-12-02 04:34:52
534,134,business,1,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 14:04:52,2024-12-01 21:34:52
535,100,economy,49,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 14:04:52,2024-12-02 10:24:52
536,141,economy,38,Flight-924,1,2024-12-02 13:54:52,2024-12-02 13:54:52,2024-12-02 14:04:52,2024-12-02 05:44:52
537,36,business,20,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:44:52,2024-12-02 14:04:52,2024-12-02 08:24:52
538,139,economy,35,Flight-924,1,2024-12-02 13:54:52,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 08:14:52
539,130,business,6,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 14:04:52,2024-12-02 01:44:52
540,107,business,10,Flight-924,1,2024-12-02 13:54:52,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 09:54:52
541,199,business,11,Flight-924,1,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 09:04:52
542,160,economy,29,Flight-924,1,2024-12-02 13:44:52,2024-12-02 13:54:52,2024-12-02 14:04:52,2024-12-02 11:14:52
543,2,business,17,Flight-924,1,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 02:14:52
544,20,economy,34,Flight-924,1,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 09:14:52
545,62,economy,27,Flight-924,1,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-01 21:14:52
546,31,business,12,Flight-924,1,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 01:24:52
547,120,business,15,Flight-924,1,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 03:54:52
548,136,business,3,Flight-924,1,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 10:14:52
549,54,business,5,Flight-924,1,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 14:04:52,2024-12-02 03:34:52
550,70,economy,24,Flight-924,1,2024-12-02 14:04:52,2024-12-02 14:14:52,2024-12-02 14:14:52,2024-12-02 08:14:52
551,60,business,20,Flight-921,1,2024-12-01 21:39:41,2024-12-01 21:39:41,2024-12-01 21:49:41,2024-12-01 20:09:41
552,28,business,2,Flight-921,1,2024-12-01 21:49:41,2024-12-01 21:49:41,2024-12-01 21:59:41,2024-12-01 20:09:41
553,18,economy,50,Flight-891,1,2024-12-01 22:49:41,2024-12-01 22:49:41,2024-12-01 22:59:41,2024-12-01 21:49:41
554,40,economy,33,Flight-891,1,2024-12-01 22:49:41,2024-12-01 22:49:41,2024-12-01 22:59:41,2024-12-01 19:39:41
555,136,business,12,Flight-891,1,2024-12-01 22:59:41,2024-12-01 22:59:41,2024-12-01 23:09:41,2024-12-01 20:09:41
556,172,business,4,Flight-891,1,2024-12-01 23:09:41,2024-12-01 23:09:41,2024-12-01 23:09:41,2024-12-01 19:49:41
557,123,economy,37,Flight-636,1,2024-12-01 23:29:41,2024-12-01 23:29:41,2024-12-01 23:29:41,2024-12-01 21:59:41
558,173,economy,45,Flight-636,1,2024-12-01 23:39:41,2024-12-01 23:39:41,2024-12-01 23:39:41,2024-12-01 19:39:41
559,49,economy,38,Flight-363,1,2024-12-02 00:49:41,2024-12-02 00:49:41,2024-12-02 00:49:41,2024-12-01 23:09:41
560,31,economy,36,Flight-363,1,2024-12-02 00:59:41,2024-12-02 00:59:41,2024-12-02 00:59:41,2024-12-01 23:09:41
561,105,business,2,Flight-363,1,2024-12-02 00:59:41,2024-12-02 00:59:41,2024-12-02 01:09:41,2024-12-01 21:09:41
562,102,business,7,Flight-363,1,2024-12-02 01:09:41,2024-12-02 01:09:41,2024-12-02 01:09:41,2024-12-01 23:29:41
563,113,economy,26,Flight-697,1,2024-12-02 02:19:41,2024-12-02 02:19:41,2024-12-02 02:19:41,2024-12-01 21:29:41
564,130,economy,48,Flight-697,1,2024-12-02 02:09:41,2024-12-02 02:09:41,2024-12-02 02:19:41,2024-12-01 22:09:41
565,100,economy,22,Flight-697,1,2024-12-02 02:19:41,2024-12-02 02:29:41,2024-12-02 02:29:41,2024-12-01 21:09:41
566,154,economy,31,Flight-697,1,2024-12-02 02:29:41,2024-12-02 02:29:41,2024-12-02 02:29:41,2024-12-01 21:39:41
567,35,economy,41,Flight-697,1,2024-12-02 02:29:41,2024-12-02 02:29:41,2024-12-02 02:29:41,2024-12-01 21:59:41
568,96,economy,33,Flight-697,1,2024-12-02 02:29:41,2024-12-02 02:29:41,2024-12-02 02:29:41,2024-12-01 21:29:41
569,46,business,7,Flight-697,1,2024-12-02 02:39:41,2024-12-02 02:39:41,2024-12-02 02:39:41,2024-12-01 22:09:41
570,21,business,12,Flight-697,1,2024-12-02 02:39:41,2024-12-02 02:39:41,2024-12-02 02:39:41,2024-12-01 22:39:41
571,55,economy,41,Flight-804,1,2024-12-02 04:09:41,2024-12-02 04:09:41,2024-12-02 04:19:41,2024-12-01 20:39:41
572,80,business,19,Flight-804,1,2024-12-02 04:09:41,2024-12-02 04:09:41,2024-12-02 04:19:41,2024-12-01 21:29:41
573,157,economy,42,Flight-804,1,2024-12-02 03:59:41,2024-12-02 03:59:41,2024-12-02 04:19:41,2024-12-02 02:39:41
574,59,business,8,Flight-804,1,2024-12-02 04:09:41,2024-12-02 04:09:41,2024-12-02 04:29:41,2024-12-02 01:39:41
575,190,economy,39,Flight-804,1,2024-12-02 04:19:41,2024-12-02 04:19:41,2024-12-02 04:29:41,2024-12-02 01:59:41
576,134,economy,27,Flight-804,1,2024-12-02 04:19:41,2024-12-02 04:19:41,2024-12-02 04:29:41,2024-12-02 00:19:41
577,95,business,16,Flight-804,1,2024-12-02 04:19:41,2024-12-02 04:19:41,2024-12-02 04:29:41,2024-12-02 01:39:41
578,148,economy,49,Flight-804,1,2024-12-02 04:29:41,2024-12-02 04:29:41,2024-12-02 04:29:41,2024-12-02 00:59:41
579,49,business,5,Flight-710,1,2024-12-01 23:14:09,2024-12-01 23:24:09,2024-12-01 23:24:09,2024-12-01 20:24:09
580,186,economy,22,Flight-710,1,2024-12-01 23:24:09,2024-12-01 23:24:09,2024-12-01 23:24:09,2024-12-01 21:14:09
581,25,business,17,Flight-710,1,2024-12-01 23:24:09,2024-12-01 23:24:09,2024-12-01 23:34:09,2024-12-01 19:44:09
582,73,business,9,Flight-159,1,2024-12-01 23:34:09,2024-12-01 23:34:09,2024-12-01 23:34:09,2024-12-01 22:24:09
583,193,economy,27,Flight-159,1,2024-12-01 23:44:09,2024-12-01 23:44:09,2024-12-01 23:44:09,2024-12-01 21:24:09
584,108,business,17,Flight-412,1,2024-12-02 01:04:09,2024-12-02 01:04:09,2024-12-02 01:14:09,2024-12-01 20:24:09
585,115,business,18,Flight-412,1,2024-12-02 01:14:09,2024-12-02 01:14:09,2024-12-02 01:14:09,2024-12-01 23:54:09
586,21,business,4,Flight-412,1,2024-12-02 01:14:09,2024-12-02 01:14:09,2024-12-02 01:14:09,2024-12-01 23:24:09
587,167,economy,26,Flight-412,1,2024-12-02 01:14:09,2024-12-02 01:14:09,2024-12-02 01:14:09,2024-12-01 23:04:09
588,68,economy,31,Flight-412,1,2024-12-02 01:04:09,2024-12-02 01:04:09,2024-12-02 01:14:09,2024-12-01 21:14:09
589,180,business,3,Flight-412,1,2024-12-02 00:54:09,2024-12-02 00:54:09,2024-12-02 01:14:09,2024-12-01 23:44:09
590,29,business,14,Flight-133,1,2024-12-02 04:04:09,2024-12-02 04:04:09,2024-12-02 04:04:09,2024-12-01 23:24:09
591,100,business,13,Flight-133,1,2024-12-02 04:14:09,2024-12-02 04:14:09,2024-12-02 04:14:09,2024-12-02 02:04:09
592,181,economy,43,Flight-133,1,2024-12-02 03:54:09,2024-12-02 03:54:09,2024-12-02 04:14:09,2024-12-02 02:04:09
593,188,economy,49,Flight-133,1,2024-12-02 04:14:09,2024-12-02 04:14:09,2024-12-02 04:24:09,2024-12-02 02:44:09
594,47,economy,35,Flight-876,1,2024-12-02 04:54:09,2024-12-02 04:54:09,2024-12-02 04:54:09,2024-12-02 02:54:09
595,92,business,17,Flight-876,1,2024-12-02 04:44:09,2024-12-02 04:44:09,2024-12-02 04:54:09,2024-12-02 01:34:09
596,50,economy,46,Flight-876,1,2024-12-02 04:44:09,2024-12-02 04:44:09,2024-12-02 04:54:09,2024-12-01 22:14:09
597,174,economy,33,Flight-876,1,2024-12-02 04:54:09,2024-12-02 04:54:09,2024-12-02 05:04:09,2024-12-01 22:04:09
598,196,business,14,Flight-876,1,2024-12-02 05:04:09,2024-12-02 05:04:09,2024-12-02 05:04:09,2024-12-02 02:24:09
599,69,economy,42,Flight-876,1,2024-12-02 05:04:09,2024-12-02 05:04:09,2024-12-02 05:04:09,2024-12-02 03:04:09
600,74,economy,21,Flight-876,1,2024-12-02 05:14:09,2024-12-02 05:24:09,2024-12-02 05:24:09,2024-12-01 21:44:09
601,191,business,7,Flight-421,1,2024-12-02 07:04:09,2024-12-02 07:04:09,2024-12-02 07:04:09,2024-12-01 21:14:09
602,182,economy,40,Flight-421,1,2024-12-02 06:54:09,2024-12-02 06:54:09,2024-12-02 07:04:09,2024-12-02 01:54:09
603,133,business,19,Flight-421,1,2024-12-02 07:04:09,2024-12-02 07:04:09,2024-12-02 07:04:09,2024-12-02 00:04:09
604,14,economy,31,Flight-421,1,2024-12-02 07:04:09,2024-12-02 07:04:09,2024-12-02 07:04:09,2024-12-02 05:54:09
605,141,business,18,Flight-421,1,2024-12-02 07:04:09,2024-12-02 07:04:09,2024-12-02 07:04:09,2024-12-02 05:34:09
606,84,economy,39,Flight-421,1,2024-12-02 07:14:09,2024-12-02 07:14:09,2024-12-02 07:14:09,2024-12-02 03:44:09
607,125,economy,37,Flight-421,1,2024-12-02 06:54:09,2024-12-02 06:54:09,2024-12-02 07:14:09,2024-12-02 05:44:09
608,30,business,4,Flight-421,1,2024-12-02 06:54:09,2024-12-02 06:54:09,2024-12-02 07:14:09,2024-12-02 05:04:09
609,76,business,9,Flight-421,1,2024-12-02 06:54:09,2024-12-02 06:54:09,2024-12-02 07:14:09,2024-12-02 01:44:09
610,57,economy,45,Flight-421,1,2024-12-02 06:54:09,2024-12-02 06:54:09,2024-12-02 07:14:09,2024-12-02 04:14:09
611,26,economy,30,Flight-421,1,2024-12-02 07:14:09,2024-12-02 07:24:09,2024-12-02 07:24:09,2024-12-02 02:14:09
612,121,economy,24,Flight-421,1,2024-12-02 07:14:09,2024-12-02 07:24:09,2024-12-02 07:24:09,2024-12-02 04:24:09
613,98,economy,33,Flight-421,1,2024-12-02 07:14:09,2024-12-02 07:24:09,2024-12-02 07:24:09,2024-12-02 00:44:09
614,43,economy,47,Flight-421,1,2024-12-02 07:14:09,2024-12-02 07:24:09,2024-12-02 07:24:09,2024-12-02 05:14:09
615,88,economy,36,Flight-421,1,2024-12-02 07:14:09,2024-12-02 07:24:09,2024-12-02 07:24:09,2024-12-01 20:14:09
616,33,business,19,Flight-839,1,2024-12-02 10:34:09,2024-12-02 10:34:09,2024-12-02 10:34:09,2024-12-02 07:24:09
